"player_name","player_year","player_Rk","player_Pk","player_Tm","player_College","player_Yrs","player_G","player_MP","player_PTS","player_TRB","player_AST","player_FG","player_FT","player_WS","player_WS48","player_BPM","player_selection6","player_VORP","player_P3"
"Tom Storm","1967 NBA Draft","136","136","CHI","Montana State","","","","","","","","","","","","","",""
"Gary Jones","1967 NBA Draft","137","137","LAL","Iowa","","","","","","","","","","","","","",""
"John Moates","1967 NBA Draft","138","138","CIN","Richmond","","","","","","","","","","","","","",""
"George Mack","1967 NBA Draft","139","139","PHI","North Carolina A&T","","","","","","","","","","","","","",""
"John Schroeder","1967 NBA Draft","140","140","SEA","Ohio University","","","","","","","","","","","","","",""
"Bob Chlupsa","1967 NBA Draft","141","141","SDR","Manhattan College","","","","","","","","","","","","","",""
"Paul Mickey","1967 NBA Draft","142","142","BAL","Penn State","","","","","","","","","","","","","",""
"Don Whitehead","1967 NBA Draft","143","143","CHI","Erskine College","","","","","","","","","","","","","",""
"Jerry Pettway","1967 NBA Draft","144","144","CIN","Northwood Institute","","","","","","","","","","","","","",""
"Wayne Brabender","1967 NBA Draft","145","145","PHI","University of Minnesota Morris","","","","","","","","","","","","","",""
"John Tolbert","1967 NBA Draft","146","146","SDR","South Carolina State","","","","","","","","","","","","","",""
"Jim Sutherland","1967 NBA Draft","147","147","SEA","Clemson","","","","","","","","","","","","","",""
"Rich Peek","1967 NBA Draft","148","148","BAL","Louisiana Tech","","","","","","","","","","","","","",""
"Jim Garza","1967 NBA Draft","149","149","CHI","Lawrence Technological University","","","","","","","","","","","","","",""
"Earl Beechum","1967 NBA Draft","150","150","CIN","Midwestern State University","","","","","","","","","","","","","",""
"Sherman Dillard","1967 NBA Draft","151","151","PHI","Tulsa","","","","","","","","","","","","","",""
"Willie Campbell","1967 NBA Draft","152","152","SEA","Nebraska","","","","","","","","","","","","","",""
"Gary Williams","1967 NBA Draft","153","153","BAL","Oklahoma","","","","","","","","","","","","","",""
"Jimmy Dawson","1967 NBA Draft","154","154","CHI","Illinois","","","","","","","","","","","","","",""
"John Vermelyea","1967 NBA Draft","155","155","CIN","Morningside College","","","","","","","","","","","","","",""
"Wayne Chapman","1967 NBA Draft","156","156","PHI","Western Kentucky","","","","","","","","","","","","","",""
"Loy Peterson","1967 NBA Draft","157","157","BAL","Oregon State","","","","","","","","","","","","","",""
"Darryll Meachem","1967 NBA Draft","158","158","CIN","Edinboro University of Pennsylvania","","","","","","","","","","","","","",""
"Gary Paulk","1967 NBA Draft","159","159","PHI","Oklahoma State","","","","","","","","","","","","","",""
"Jerry Southwood","1967 NBA Draft","160","160","BAL","Vanderbilt","","","","","","","","","","","","","",""
"George Spencer","1967 NBA Draft","161","161","BAL","Washington","","","","","","","","","","","","","",""
"Roland West","1967 NBA Draft","162","162","BAL","Cincinnati","1","4","3.5","1.0","1.3","0.0",".400","","0.0","-.003","","","",""
"Elvin Hayes","1968 NBA Draft","1","1","SDR","Houston","16","1303","38.4","21.0","12.5","1.8",".452",".670","120.8",".116","0.6","21.4","21.4",".147"
"Wes Unseld","1968 NBA Draft","2","2","BAL","Louisville","13","984","36.4","10.8","14.0","3.9",".509",".633","110.1",".147","2.9","25.3","25.3",".500"
"Bob Kauffman","1968 NBA Draft","3","3","SEA","Guilford College","7","525","25.8","11.5","7.0","2.7",".477",".749","31.5",".111","-1.1","0.5","0.5",""
"Tom Boerwinkle","1968 NBA Draft","4","4","CHI","Tennessee","10","635","22.7","7.2","9.0","3.2",".453",".675","38.0",".127","2.8","6.2","6.2",""
"Zaid Abdul-Aziz","1968 NBA Draft","5","5","CIN","Iowa State","10","505","21.8","9.0","8.0","1.2",".428",".728","17.5",".076","0.4","2.7","2.7",""
"Otto Moore","1968 NBA Draft","6","6","DET","University of Texas-Pan American","9","682","24.8","8.2","8.2","1.6",".453",".609","24.7",".070","0.4","3.9","3.9",""
"Charlie Paulk","1968 NBA Draft","7","7","MIL","Northeastern State University","3","120","13.7","6.2","3.9","0.3",".392",".611","-0.9","-.026","","","",""
"Gary Gregor","1968 NBA Draft","8","8","PHO","South Carolina","4","296","25.0","9.8","7.0","1.5",".431",".715","2.6",".017","","","",""
"Ron Williams","1968 NBA Draft","9","9","SFW","West Virginia","8","516","22.2","9.3","1.9","3.5",".441",".833","23.5",".098","-2.2","-0.1","-0.1",""
"Bill Hosket","1968 NBA Draft","10","10","NYK","Ohio State","4","143","9.8","4.0","2.5","0.7",".485",".715","3.2",".109","","","",""
"Bill Hewitt","1968 NBA Draft","11","11","LAL","USC","6","361","20.7","5.7","5.5","1.3",".439",".561","5.2",".033","-1.4","0.1","0.1",""
"Don Chaney","1968 NBA Draft","12","12","BOS","Houston","11","742","23.5","8.4","3.9","2.1",".438",".776","35.5",".098","-0.2","4.2","4.2",".167"
"Skip Harlicka","1968 NBA Draft","13","13","ATL","South Carolina","1","26","8.4","4.1","0.6","1.4",".456",".774","0.5",".119","","","",""
"Shaler Halimon","1968 NBA Draft","14","14","PHI","Utah State University","3","170","14.8","6.7","3.4","1.8",".397",".622","-0.1","-.001","","","",""
"John Trapp","1968 NBA Draft","15","15","SDR","UNLV","4","279","17.5","7.4","4.5","1.0",".420",".725","6.2",".061","","","",""
"Art Harris","1968 NBA Draft","16","16","SEA","Stanford","4","238","21.9","9.1","2.4","2.7",".396",".626","-1.7","-.016","","","",""
"Loy Petersen","1968 NBA Draft","17","17","CHI","Oregon State","2","69","7.7","2.9","1.0","0.7",".387",".682","0.2",".021","","","",""
"Bob Quick","1968 NBA Draft","18","18","BAL","Xavier","3","136","13.7","6.0","2.8","0.7",".452",".738","4.0",".103","","","",""
"Ron Dunlap","1968 NBA Draft","19","19","CHI","Illinois","","","","","","","","","","","","","",""
"Manny Leaks","1968 NBA Draft","20","20","DET","Niagara University","2","135","25.0","8.3","6.8","0.9",".391",".714","1.0",".014","-3.4","-0.3","-0.3",""
"Dick Cunningham","1968 NBA Draft","21","21","PHO","Murray State","7","358","10.6","2.8","3.7","0.6",".406",".636","4.2",".054","-4.0","0.0","0.0",""
"Gene Moore","1968 NBA Draft","22","22","MIL","Saint Louis","","","","","","","","","","","","","",""
"Stu Lantz","1968 NBA Draft","23","23","SDR","Nebraska","8","547","27.9","12.4","3.3","2.9",".435",".814","32.5",".102","-2.1","-0.1","-0.1",""
"Jeff Ockel","1968 NBA Draft","24","24","SEA","Utah","","","","","","","","","","","","","",""
"Don Dee","1968 NBA Draft","25","25","DET","Saint Mary of the Plains College","","","","","","","","","","","","","",""
"Ron Nelson","1968 NBA Draft","26","26","BAL","New Mexico","","","","","","","","","","","","","",""
"Pat Frink","1968 NBA Draft","27","27","CIN","Colorado","1","48","7.6","2.6","0.9","1.1",".340",".793","-0.5","-.064","","","",""
"Fred Foster","1968 NBA Draft","28","28","CIN","Miami University","8","524","17.4","7.8","2.4","1.1",".414",".727","2.9",".016","-4.3","-1.4","-1.4",""
"Donald Sidle","1968 NBA Draft","29","29","SFW","Oklahoma","","","","","","","","","","","","","",""
"Don May","1968 NBA Draft","30","30","NYK","Dayton","7","379","17.5","8.8","3.5","1.0",".453",".798","11.4",".082","-3.4","-0.3","-0.3",""
"Dave Newmark","1968 NBA Draft","31","31","CHI","Columbia University","2","145","12.2","5.3","3.6","0.7",".405",".671","1.2",".034","","","",""
"Garfield Smith","1968 NBA Draft","32","32","BOS","Eastern Kentucky University","2","63","6.6","2.7","2.1","0.3",".385",".322","-0.3","-.036","","","",""
"Jack Thompson","1968 NBA Draft","33","33","BAL","South Carolina","","","","","","","","","","","","","",""
"Ed Johnson","1968 NBA Draft","34","34","SEA","Tennessee State","","","","","","","","","","","","","",""
"Sam Williams","1968 NBA Draft","35","35","MIL","Iowa","2","66","10.2","3.9","1.8","1.0",".353",".531","-0.4","-.029","","","",""
"Art Beatty","1968 NBA Draft","36","36","PHO","American University","","","","","","","","","","","","","",""
"Harry Barnes","1968 NBA Draft","37","37","SDR","Northeastern University","1","22","5.7","2.0","1.2","0.2",".281",".538","-0.4","-.154","","","",""
"Henry Logan","1968 NBA Draft","38","38","SEA","Western Carolina University","","","","","","","","","","","","","",""
"Mike Lynn","1968 NBA Draft","39","39","CHI","UCLA","2","49","8.7","2.6","1.4","0.6",".329",".667","-0.3","-.035","","","",""
"Dallas Thornton","1968 NBA Draft","40","40","BAL","Kentucky Wesleyan College","","","","","","","","","","","","","",""
"Daniel Sparks","1968 NBA Draft","41","41","CIN","Weber State","","","","","","","","","","","","","",""
"Rich Niemann","1968 NBA Draft","42","42","DET","Saint Louis","1","40","7.3","2.8","2.7","0.5",".414",".778","0.3",".042","","","",""
"Edgar Lacey","1968 NBA Draft","43","43","SFW","UCLA","","","","","","","","","","","","","",""
"Warren Jabali","1968 NBA Draft","44","44","NYK","Wichita State","","","","","","","","","","","","","",""
"Ed Biedenbach","1968 NBA Draft","45","45","LAL","NC State","1","7","2.6","0.6","0.3","0.4",".000",".667","-0.1","-.248","","","",""
"Rich Johnson","1968 NBA Draft","46","46","BOS","Grambling State University","2","97","11.1","4.7","2.7","0.4",".452",".613","1.3",".060","","","",""
"Bob Warren","1968 NBA Draft","47","47","ATL","Vanderbilt","","","","","","","","","","","","","",""
"Darryl Jones","1968 NBA Draft","48","48","SDR","Benedictine College","","","","","","","","","","","","","",""
"Rich Jones","1968 NBA Draft","49","49","PHO","Memphis","1","34","25.8","10.6","5.7","1.4",".385",".760","0.6",".033","-3.1","-0.2","-0.2",""
"Greg Smith","1968 NBA Draft","50","50","MIL","Western Kentucky","8","524","23.4","7.8","6.2","1.8",".482",".646","22.2",".087","-2.9","-0.3","-0.3",""
"Glen Combs","1968 NBA Draft","51","51","SDR","Virginia Tech","","","","","","","","","","","","","",""
"Al Hairston","1968 NBA Draft","52","52","SEA","Bowling Green","2","42","7.0","2.2","1.0","1.0",".336",".600","-0.5","-.082","","","",""
"Jim Tillman","1968 NBA Draft","53","53","CHI","Loyola Chicago","","","","","","","","","","","","","",""
"Ed Chaplin","1968 NBA Draft","54","54","BAL","Voorhees College","","","","","","","","","","","","","",""
"Jim Kissane","1968 NBA Draft","55","55","CIN","Boston College","","","","","","","","","","","","","",""
"Carl Fuller","1968 NBA Draft","56","56","DET","Bethune-Cookman College","","","","","","","","","","","","","",""
"Jim Eakins","1968 NBA Draft","57","57","SFW","BYU","2","115","15.2","5.5","3.8","1.3",".462",".844","4.5",".123","-0.5","0.7","0.7",""
"Hal Booker","1968 NBA Draft","58","58","NYK","Cheyney (PA)","","","","","","","","","","","","","",""
"Lou Shephard","1968 NBA Draft","59","59","LAL","Missouri State University","","","","","","","","","","","","","",""
"Thad Jaracz","1968 NBA Draft","60","60","BOS","Kentucky","","","","","","","","","","","","","",""
"Rusty Parker","1968 NBA Draft","61","61","ATL","Miami (FL)","","","","","","","","","","","","","",""
"Larry Miller","1968 NBA Draft","62","62","PHI","UNC","","","","","","","","","","","","","",""
"Joe Franklin","1968 NBA Draft","63","63","MIL","Wisconsin","","","","","","","","","","","","","",""
"Harry Hollines","1968 NBA Draft","64","64","PHO","Denver","","","","","","","","","","","","","",""
"Eldridge Webb","1968 NBA Draft","65","65","SDR","Tulsa","","","","","","","","","","","","","",""
"Ron Guziak","1968 NBA Draft","66","66","SEA","Duquesne","","","","","","","","","","","","","",""
"Ken Barnett","1968 NBA Draft","67","67","CHI","University of Delaware","","","","","","","","","","","","","",""
"Joe Heiser","1968 NBA Draft","68","68","BAL","Princeton","","","","","","","","","","","","","",""
"Calvin Martin","1968 NBA Draft","69","69","CIN","Texas Southern","","","","","","","","","","","","","",""
"Wally Anderzunas","1968 NBA Draft","70","70","DET","Creighton","1","44","8.4","3.6","1.9","0.2",".392",".630","-0.2","-.023","","","",""
"Bob Allen","1968 NBA Draft","71","71","SFW","Marshall","1","27","8.6","1.8","2.1","0.4",".326",".556","0.1",".028","","","",""
"Brian Brunkhorst","1968 NBA Draft","72","72","NYK","Marquette","","","","","","","","","","","","","",""
"Nick Pino","1968 NBA Draft","73","73","LAL","Kansas State","","","","","","","","","","","","","",""
"Jerry Newsom","1968 NBA Draft","74","74","BOS","Indiana State University","","","","","","","","","","","","","",""
"Phil Wagner","1968 NBA Draft","75","75","ATL","Georgia Tech","","","","","","","","","","","","","",""
"Chuck Williams","1968 NBA Draft","76","76","PHI","Colorado","2","138","20.8","5.5","1.7","3.3",".443",".809","1.9",".032","-2.8","-0.6","-0.6",""
"Rod Knowles","1968 NBA Draft","77","77","PHO","Davidson","","8","5.0","1.1","1.1","0.0",".286",".333","-0.1","-.148","","","",""
"Fred Smith","1968 NBA Draft","78","78","MIL","Hawaii","","","","","","","","","","","","","",""
"Rick Adelman","1968 NBA Draft","79","79","SDR","Loyola Marymount University","7","462","22.6","7.7","2.4","3.5",".415",".713","10.0",".046","-1.4","0.3","0.3",""
"Jim McKean","1968 NBA Draft","80","80","SEA","Washington State","","","","","","","","","","","","","",""
"Willie Davis","1968 NBA Draft","81","81","CHI","University of North Texas","","","","","","","","","","","","","",""
"Jasper Wilson","1968 NBA Draft","82","82","BAL","Southern University and A&M College","","","","","","","","","","","","","",""
"Dick Dumas","1968 NBA Draft","83","83","CIN","Northeastern State University","","","","","","","","","","","","","",""
"Larry Newbold","1968 NBA Draft","84","84","DET","Long Island University","","","","","","","","","","","","","",""
"Dave Reasor","1968 NBA Draft","85","85","SFW","West Virginia","","","","","","","","","","","","","",""
"Bob Waldal","1968 NBA Draft","86","86","NYK","Dickinson College","","","","","","","","","","","","","",""
"Dennis Hrcka","1968 NBA Draft","87","87","LAL","Hillsdale College","","","","","","","","","","","","","",""
"Mike Lewis","1968 NBA Draft","88","88","BOS","Duke","","","","","","","","","","","","","",""
"Oscar Smith","1968 NBA Draft","89","89","ATL","Elizabeth City State University","","","","","","","","","","","","","",""
"Bill Jones","1968 NBA Draft","90","90","PHI","Fairfield","","","","","","","","","","","","","",""
"Tom Kondla","1968 NBA Draft","91","91","MIL","Minnesota","","","","","","","","","","","","","",""
"Charles Parkes","1968 NBA Draft","92","92","PHO","Idaho State University","","","","","","","","","","","","","",""
"Aaron Sellers","1968 NBA Draft","93","93","SDR","Jackson State University","","","","","","","","","","","","","",""
"Willie Rogers","1968 NBA Draft","94","94","SEA","Oklahoma","","","","","","","","","","","","","",""
"Lloyd Higgins","1968 NBA Draft","95","95","CHI","Point Loma Nazarene","","","","","","","","","","","","","",""
"Barry Orms","1968 NBA Draft","96","96","BAL","Saint Louis","1","64","14.3","2.8","2.5","0.8",".309",".483","-0.7","-.034","","","",""
"Dave Williams","1968 NBA Draft","97","97","CIN","Mississippi State","","","","","","","","","","","","","",""
"Harry Laurie","1968 NBA Draft","98","98","DET","Saint Peter's College","","","","","","","","","","","","","",""
"Walt Platkowski","1968 NBA Draft","99","99","SFW","Bowling Green","","","","","","","","","","","","","",""
"Bobby Hooper","1968 NBA Draft","100","100","NYK","Dayton","","","","","","","","","","","","","",""
"John Smith","1968 NBA Draft","101","101","LAL","University of Southern Colorado","","","","","","","","","","","","","",""
"Julius Keye","1968 NBA Draft","102","102","BOS","Alcorn State","","","","","","","","","","","","","",""
"Marin Baietti","1968 NBA Draft","103","103","ATL","Manhattan College","","","","","","","","","","","","","",""
"Melvin Jones","1968 NBA Draft","104","104","PHI","Albany State University","","","","","","","","","","","","","",""
"Brian Clare","1968 NBA Draft","105","105","PHO","Denver","","","","","","","","","","","","","",""
"Elbert Miller","1968 NBA Draft","106","106","MIL","UNLV","","","","","","","","","","","","","",""
"John Schetzsle","1968 NBA Draft","107","107","SDR","Ashland University","","","","","","","","","","","","","",""
