"player_name","player_year","player_Rk","player_Pk","player_Tm","player_College","player_Yrs","player_G","player_MP","player_PTS","player_TRB","player_AST","player_FG","player_FT","player_WS","player_WS48","player_BPM","player_selection6","player_VORP","player_P3"
"Joe Bryant","1975 NBA Draft","14","14","GSW","La Salle","8","606","21.2","8.7","4.0","1.7",".450",".743","12.9",".048","-2.2","-0.7","-0.7",".200"
"John Lambert","1975 NBA Draft","15","15","CLE","USC","7","446","12.5","3.8","3.3","0.6",".428",".693","6.9",".060","-3.1","-1.5","-1.5",".083"
"Ricky Sobers","1975 NBA Draft","16","16","PHO","UNLV","11","821","28.0","13.3","2.6","4.3",".459",".843","32.0",".067","-1.3","4.1","4.1",".291"
"Tom Boswell","1975 NBA Draft","17","17","BOS","South Carolina","6","366","19.3","7.7","4.7","1.6",".533",".724","15.2",".104","-1.1","1.6","1.6",".545"
"Kevin Grevey","1975 NBA Draft","18","18","WSB","Kentucky","10","672","22.7","11.0","2.4","1.9",".437",".817","26.5",".083","-1.2","2.9","2.9",".334"
"Bill Willoughby","1975 NBA Draft","19","19","ATL","","8","488","17.7","6.0","3.9","0.8",".470",".750","13.3",".074","-1.5","1.2","1.2",".270"
"Gus Williams","1975 NBA Draft","20","20","GSW","USC","11","825","31.1","17.1","2.7","5.6",".461",".756","67.9",".127","2.9","31.8","31.8",".238"
"Bruce Seals","1975 NBA Draft","21","21","SEA","Xavier University of Louisiana","3","235","24.4","10.3","4.6","1.2",".435",".675","7.0",".058","-2.8","-1.2","-1.2",""
"Clyde Mayes","1975 NBA Draft","22","22","MIL","Furman University","2","74","13.5","4.0","3.8","0.5",".446",".567","0.9",".044","-3.7","-0.5","-0.5",""
"World B. Free","1975 NBA Draft","23","23","PHI","Guilford College","13","886","30.4","20.3","2.7","3.7",".456",".753","67.7",".121","1.2","22.0","22.0",".337"
"Cornelius Cash","1975 NBA Draft","24","24","MIL","Bowling Green","1","6","8.2","3.5","2.7","0.2",".391",".500","0.0","-.010","-4.6","-0.1","-0.1",""
"Bob Gross","1975 NBA Draft","25","25","POR","Cal State Long Beach","8","513","24.5","8.9","4.4","2.9",".512",".798","30.7",".117","1.8","12.2","12.2",".179"
"Ticky Burden","1975 NBA Draft","26","26","NYK","Utah","2","63","9.9","5.5","1.0","1.0",".421",".600","0.0","-.002","-3.1","-0.2","-0.2",""
"Walter Luckett","1975 NBA Draft","27","27","DET","Ohio University","","","","","","","","","","","","","",""
"Dan Roundfield","1975 NBA Draft","28","28","CLE","Central Michigan University","11","746","31.4","15.2","9.7","2.2",".485",".738","65.2",".134","1.4","20.0","20.0",".115"
"Jim Blanks","1975 NBA Draft","29","29","HOU","Gardner-Webb University","","","","","","","","","","","","","",""
"Steve Green","1975 NBA Draft","30","30","CHI","Indiana","3","153","10.7","4.6","2.0","0.6",".438",".704","2.2",".065","-2.8","-0.3","-0.3",""
"Glenn Hansen","1975 NBA Draft","31","31","KCK","LSU","3","112","12.9","5.3","2.2","0.8",".412",".725","1.0",".034","-2.9","-0.4","-0.4",""
"John Laskowski","1975 NBA Draft","32","32","CHI","Indiana","2","118","18.1","7.1","2.4","0.8",".398",".760","2.0",".046","-1.9","0.0","0.0",""
"Mel Utley","1975 NBA Draft","33","33","CLE","St. John's","","","","","","","","","","","","","",""
"Larry Fogle","1975 NBA Draft","34","34","NYK","Canisius","1","2","7.0","1.0","1.5","0.0",".200","","0.0","-.163","-5.1","0.0","0.0",""
"Allen Murphy","1975 NBA Draft","35","35","PHO","Louisville","1","2","9.0","2.5","2.0","0.0",".200",".429","-0.1","-.229","-5.7","-0.1","-0.1",""
"Jimmy Conner","1975 NBA Draft","36","36","PHO","Kentucky","","","","","","","","","","","","","",""
"Rudy Hackett","1975 NBA Draft","37","37","NOJ","Syracuse","1","6","7.7","2.3","2.2","0.5",".300",".571","0.0","-.024","-4.4","-0.1","-0.1",""
"Jim McElroy","1975 NBA Draft","38","38","NOJ","Central Michigan University","7","418","24.3","9.9","2.0","3.5",".468",".764","14.0",".066","-1.1","2.2","2.2",".206"
"Jimmie Baker","1975 NBA Draft","39","39","PHI","Hawaii","","","","","","","","","","","","","",""
"Otis Johnson","1975 NBA Draft","40","40","GSW","Stetson University","","","","","","","","","","","","","",""
"Charles Cleveland","1975 NBA Draft","41","41","PHI","Alabama","","","","","","","","","","","","","",""
"Tom Roy","1975 NBA Draft","42","42","POR","Maryland","","","","","","","","","","","","","",""
"Brian Hammel","1975 NBA Draft","43","43","MIL","Bentley College","","","","","","","","","","","","","",""
"Pete Trgovich","1975 NBA Draft","44","44","DET","UCLA","","","","","","","","","","","","","",""
"Ted Hathaway","1975 NBA Draft","45","45","CLE","Cleveland State University","","","","","","","","","","","","","",""
"John Ramsey","1975 NBA Draft","46","46","NYK","Seton Hall","","","","","","","","","","","","","",""
"Rudy White","1975 NBA Draft","47","47","HOU","Arizona State","5","124","9.6","3.1","1.0","0.9",".408",".742","0.2",".008","-3.3","-0.4","-0.4",".000"
"Tom Kropp","1975 NBA Draft","48","48","WSB","University of Nebraska at Kearney","2","78","7.1","2.5","0.8","0.6",".440",".702","0.5",".042","-3.5","-0.3","-0.3",""
"Bob Guyette","1975 NBA Draft","49","49","KCK","Kentucky","","","","","","","","","","","","","",""
"Gus Gerard","1975 NBA Draft","50","50","POR","Virginia","5","280","12.6","5.7","2.6","0.8",".436",".649","5.3",".072","-1.4","0.6","0.6",".143"
"Bubbles Hawkins","1975 NBA Draft","51","51","GSW","Illinois State","4","103","19.5","12.7","2.3","1.5",".453",".704","3.0",".072","0.4","1.4","1.4",""
"George Bucci","1975 NBA Draft","52","52","BUF","Manhattan College","","","","","","","","","","","","","",""
"Jerome Anderson","1975 NBA Draft","53","53","BOS","West Virginia","2","49","5.9","2.6","0.5","0.3",".490",".694","0.4",".068","-3.4","-0.1","-0.1",""
"Bayard Forrest","1975 NBA Draft","54","54","PHO","Grand Canyon University","2","139","15.3","4.1","4.1","2.1",".449",".509","2.7",".060","-0.7","0.7","0.7",""
"Mack Coleman","1975 NBA Draft","55","55","NOJ","Houston Baptist University","","","","","","","","","","","","","",""
"C.J. Kupec","1975 NBA Draft","56","56","LAL","Michigan","3","147","10.8","4.1","2.1","0.7",".427",".772","1.8",".053","-3.1","-0.5","-0.5",""
"Monte Towe","1975 NBA Draft","57","57","ATL","NC State","1","51","8.0","2.5","0.7","1.7",".406",".720","0.1",".013","-4.5","-0.3","-0.3",""
"Sam McCants","1975 NBA Draft","58","58","PHO","Oral Roberts","","","","","","","","","","","","","",""
"Louis Dunbar","1975 NBA Draft","59","59","PHI","Houston","","","","","","","","","","","","","",""
"Bill Campion","1975 NBA Draft","60","60","MIL","Manhattan College","","","","","","","","","","","","","",""
"Phil Hicks","1975 NBA Draft","61","61","POR","Tulane","2","57","6.8","2.3","1.6","0.6",".447",".778","0.5",".058","-2.7","-0.1","-0.1",""
"Eric Fernsten","1975 NBA Draft","62","62","CLE","San Francisco","6","218","7.5","2.4","1.7","0.4",".445",".675","3.3",".098","-0.7","0.6","0.6",""
"David Vaughn","1975 NBA Draft","63","63","NYK","Oral Roberts","","","","","","","","","","","","","",""
"Lindsay Hairston","1975 NBA Draft","64","64","DET","Michigan State","1","47","13.9","5.8","3.8","0.4",".456",".580","1.0",".075","-1.7","0.1","0.1",""
"Ken Smith","1975 NBA Draft","65","65","HOU","Tulsa","","","","","","","","","","","","","",""
"Jim Moore","1975 NBA Draft","66","66","SEA","Utah State University","","","","","","","","","","","","","",""
"Kevin Cleuss","1975 NBA Draft","67","67","KCK","St. John's","","","","","","","","","","","","","",""
"Ron Haigler","1975 NBA Draft","68","68","CHI","Penn","","","","","","","","","","","","","",""
"Billy Taylor","1975 NBA Draft","69","69","GSW","La Salle","","","","","","","","","","","","","",""
"Bob Fleischer","1975 NBA Draft","70","70","BUF","Duke","","","","","","","","","","","","","",""
"Fessor Leonard","1975 NBA Draft","71","71","WSB","Furman University","","","","","","","","","","","","","",""
"Cyrus Mann","1975 NBA Draft","72","72","BOS","Illinois State","","","","","","","","","","","","","",""
"Andre Hampton","1975 NBA Draft","73","73","NOJ","Kentucky State University","","","","","","","","","","","","","",""
"Charles Russell","1975 NBA Draft","74","74","LAL","Alabama","","","","","","","","","","","","","",""
"Wilbur Holland","1975 NBA Draft","75","75","ATL","New Orleans","4","276","29.6","13.6","3.1","3.3",".452",".799","14.0",".082","-0.4","3.3","3.3",""
"Joe Pace","1975 NBA Draft","76","76","PHO","Coppin State University","2","79","7.1","3.2","2.1","0.3",".467",".598","1.1",".092","-2.1","0.0","0.0",""
"Ken Tyler","1975 NBA Draft","77","77","PHI","Gonzaga","","","","","","","","","","","","","",""
"Maurice Presley","1975 NBA Draft","78","78","POR","Houston","","","","","","","","","","","","","",""
"Jim Lee","1975 NBA Draft","79","79","CLE","Syracuse","","","","","","","","","","","","","",""
"Donald Washington","1975 NBA Draft","80","80","NYK","UNC","","","","","","","","","","","","","",""
"Cliff Pratt","1975 NBA Draft","81","81","DET","Shaw","","","","","","","","","","","","","",""
"Mike Odems","1975 NBA Draft","82","82","CLE","Western Kentucky","","","","","","","","","","","","","",""
"Rick Whitlow","1975 NBA Draft","83","83","HOU","Illinois State","","","","","","","","","","","","","",""
"Dwain Govan","1975 NBA Draft","84","84","SEA","Bishop College","","","","","","","","","","","","","",""
"Ed Stahl","1975 NBA Draft","85","85","KCK","UNC","","","","","","","","","","","","","",""
"Bob Iverson","1975 NBA Draft","86","86","CHI","University of North Texas","","","","","","","","","","","","","",""
"Larry Pounds","1975 NBA Draft","87","87","GSW","Washington","","","","","","","","","","","","","",""
"Sam Berry","1975 NBA Draft","88","88","BUF","Armstrong Atlantic State University","","","","","","","","","","","","","",""
"Darryl Brown","1975 NBA Draft","89","89","BOS","Fordham","","","","","","","","","","","","","",""
"Rich Jones","1975 NBA Draft","90","90","WSB","Virginia Commonwealth","","","","","","","","","","","","","",""
"Rich Schmidt","1975 NBA Draft","91","91","NOJ","Illinois","","","","","","","","","","","","","",""
"Don Ford","1975 NBA Draft","92","92","LAL","UC Santa Barbara","7","474","19.6","6.4","3.6","1.4",".464",".773","12.7",".066","-1.8","0.4","0.4",".143"
"Danny Williams","1975 NBA Draft","93","93","ATL","Ole Miss","","","","","","","","","","","","","",""
"Buff Burrell","1975 NBA Draft","94","94","PHO","USC","","","","","","","","","","","","","",""
"Ken Alston","1975 NBA Draft","95","95","PHI","Valdosta State University","","","","","","","","","","","","","",""
"Oliver Purnell","1975 NBA Draft","96","96","MIL","Old Dominion","","","","","","","","","","","","","",""
"Gerald Willett","1975 NBA Draft","97","97","POR","Oregon","","","","","","","","","","","","","",""
"Allen Spruill","1975 NBA Draft","98","98","DET","North Carolina A&T","","","","","","","","","","","","","",""
"Henry Ward","1975 NBA Draft","99","99","CLE","Jackson State University","1","27","6.3","3.1","1.2","0.2",".378",".882","-0.1","-.023","-6.1","-0.2","-0.2",""
"Hank Williams","1975 NBA Draft","100","100","NYK","Jacksonville University","","","","","","","","","","","","","",""
"William Johnson","1975 NBA Draft","101","101","HOU","Texas Tech","","","","","","","","","","","","","",""
"Larry Smith","1975 NBA Draft","102","102","SEA","North Carolina A&T","","","","","","","","","","","","","",""
"Clint Chapman","1975 NBA Draft","103","103","KCK","USC","","","","","","","","","","","","","",""
"Bill Andreas","1975 NBA Draft","104","104","CHI","Ohio State","","","","","","","","","","","","","",""
"Tony Styles","1975 NBA Draft","105","105","GSW","San Francisco","","","","","","","","","","","","","",""
"Larry Jackson","1975 NBA Draft","106","106","BUF","UNC Charlotte","","","","","","","","","","","","","",""
"John Garrett","1975 NBA Draft","107","107","WSB","Purdue","","","","","","","","","","","","","",""
"Rick Coleman","1975 NBA Draft","108","108","BOS","Jacksonville University","","","","","","","","","","","","","",""
"Bill Higgins","1975 NBA Draft","109","109","NOJ","Ashland University","","","","","","","","","","","","","",""
"Rick Suttle","1975 NBA Draft","110","110","LAL","Kansas","","","","","","","","","","","","","",""
"Gus Johnson","1975 NBA Draft","111","111","ATL","Winona State University","","","","","","","","","","","","","",""
"Dave Edmunds","1975 NBA Draft","112","112","PHO","West Georgia","","","","","","","","","","","","","",""
"Mike Flynn","1975 NBA Draft","113","113","PHI","Kentucky","2","144","15.8","6.2","2.1","2.2",".440",".653","2.6",".054","-0.9","0.6","0.6",""
"Steve Fields","1975 NBA Draft","114","114","POR","Miami University","","","","","","","","","","","","","",""
"Wilbur Thomas","1975 NBA Draft","115","115","MIL","American University","","","","","","","","","","","","","",""
"Shawn Leftwick","1975 NBA Draft","116","116","CLE","Jacksonville University","","","","","","","","","","","","","",""
"Peter Davis","1975 NBA Draft","117","117","NYK","Michigan State","","","","","","","","","","","","","",""
"Ike Williams","1975 NBA Draft","118","118","DET","Armstrong Atlantic State University","","","","","","","","","","","","","",""
"Nathaniel Barnett","1975 NBA Draft","119","119","HOU","University of Akron","","","","","","","","","","","","","",""
"Hollis Miller","1975 NBA Draft","120","120","SEA","Drury University","","","","","","","","","","","","","",""
"Wayne Croft","1975 NBA Draft","121","121","KCK","Clemson","","","","","","","","","","","","","",""
"John Grochowalski","1975 NBA Draft","122","122","CHI","Assumption College","","","","","","","","","","","","","",""
"Stan Boyer","1975 NBA Draft","123","123","GSW","Wyoming","","","","","","","","","","","","","",""
"Mike Franklin","1975 NBA Draft","124","124","BUF","Cincinnati","","","","","","","","","","","","","",""
"Al Boswell","1975 NBA Draft","125","125","BOS","Oral Roberts","","","","","","","","","","","","","",""
"Fletcher Johnson","1975 NBA Draft","126","126","WSB","Randolph-Macon College","","","","","","","","","","","","","",""
"Harvey Carmichael","1975 NBA Draft","127","127","NOJ","Kentucky State University","","","","","","","","","","","","","",""
"Mike Cashman","1975 NBA Draft","128","128","LAL","Willamette University","","","","","","","","","","","","","",""
"Oscar Jackson","1975 NBA Draft","129","129","ATL","Duquesne","","","","","","","","","","","","","",""
"Jack Schrader","1975 NBA Draft","130","130","PHO","Arizona State","","","","","","","","","","","","","",""
"Freeman Blade","1975 NBA Draft","131","131","PHI","Montana State University, Billings","","","","","","","","","","","","","",""
"Bob McCurdy","1975 NBA Draft","132","132","MIL","Richmond","","","","","","","","","","","","","",""
"Charley Neal","1975 NBA Draft","133","133","POR","Oregon State","","","","","","","","","","","","","",""
"Jerry Homan","1975 NBA Draft","134","134","NYK","Marquette","","","","","","","","","","","","","",""
"John Kelley","1975 NBA Draft","135","135","DET","Dillard University","","","","","","","","","","","","","",""
"Andre McCarter","1975 NBA Draft","136","136","CLE","UCLA","3","103","11.5","3.8","0.9","1.7",".431",".725","1.1",".046","-2.5","-0.2","-0.2",".250"
"Leon Johnson","1975 NBA Draft","137","137","HOU","Centenary (LA)","","","","","","","","","","","","","",""
"Ken McKenzie","1975 NBA Draft","138","138","SEA","Montana","","","","","","","","","","","","","",""
"Jim Bostic","1975 NBA Draft","139","139","KCK","New Mexico State","1","4","12.0","6.5","4.0","0.8",".545",".400","0.1",".144","-2.7","0.0","0.0",""
"John Murphy","1975 NBA Draft","140","140","CHI","UMass","","","","","","","","","","","","","",""
"Mike Rozenski","1975 NBA Draft","141","141","GSW","Saint Mary's","","","","","","","","","","","","","",""
"Allen Jones","1975 NBA Draft","142","142","BUF","Pepperdine","","","","","","","","","","","","","",""
"Bruce Hamming","1975 NBA Draft","143","143","WSB","Augustana College (IL)","","","","","","","","","","","","","",""
"Roger Morningstar","1975 NBA Draft","144","144","BOS","Kansas","","","","","","","","","","","","","",""
"Fred Stokes","1975 NBA Draft","145","145","NOJ","Barber-Scotia College","","","","","","","","","","","","","",""
"Dave Schlesser","1975 NBA Draft","146","146","ATL","Morningside College","","","","","","","","","","","","","",""
"Owen Brown","1975 NBA Draft","147","147","PHO","Maryland","","","","","","","","","","","","","",""
"Larry Harralson","1975 NBA Draft","148","148","PHI","Drake University","","","","","","","","","","","","","",""
"Quintin Braxton","1975 NBA Draft","149","149","POR","University of Portland","","","","","","","","","","","","","",""
"Eric Hays","1975 NBA Draft","150","150","MIL","Montana","","","","","","","","","","","","","",""
"Terry Thomas","1975 NBA Draft","151","151","DET","Detroit Mercy","1","28","4.9","2.8","1.3","0.1",".431",".724","0.2",".082","-3.7","-0.1","-0.1",""
"Skip Howard","1975 NBA Draft","152","152","CLE","Bowling Green","","","","","","","","","","","","","",""
"Tim van Blommesteyn","1975 NBA Draft","153","153","NYK","Princeton","","","","","","","","","","","","","",""
"Steve Storther","1975 NBA Draft","154","154","HOU","Providence","","","","","","","","","","","","","",""
"Rich Haws","1975 NBA Draft","155","155","SEA","Utah State University","","","","","","","","","","","","","",""
"Gary Tomaszewski","1975 NBA Draft","156","156","CHI","St. Mary's University","","","","","","","","","","","","","",""
"Scott Trobbe","1975 NBA Draft","157","157","GSW","Stanford","","","","","","","","","","","","","",""
"George Rautins","1975 NBA Draft","158","158","BUF","Niagara University","","","","","","","","","","","","","",""
"Robert Rhodes","1975 NBA Draft","159","159","BOS","Albany State University","","","","","","","","","","","","","",""
"Doug Brookins","1975 NBA Draft","160","160","WSB","Creighton","","","","","","","","","","","","","",""
"Aleksander Belov","1975 NBA Draft","161","161","NOJ","","","","","","","","","","","","","","",""
"Vic Kelly","1975 NBA Draft","162","162","ATL","Hawaii","","","","","","","","","","","","","",""
"Mike Moon","1975 NBA Draft","163","163","PHO","Arizona State","","","","","","","","","","","","","",""
"Rick Reed","1975 NBA Draft","164","164","PHI","Azusa Pacific University","","","","","","","","","","","","","",""
"Romy Thomas","1975 NBA Draft","165","165","MIL","University of Wisconsin-Eau Claire","","","","","","","","","","","","","",""
"Tyree Foster","1975 NBA Draft","166","166","POR","University of Portland","","","","","","","","","","","","","",""
"Eric Anderson","1975 NBA Draft","167","167","CLE","Macalester College","","","","","","","","","","","","","",""
"Mo Rivers","1975 NBA Draft","168","168","NYK","NC State","","","","","","","","","","","","","",""
"Mickey Fox","1975 NBA Draft","169","169","DET","Saint Mary's University","","","","","","","","","","","","","",""
"Jerry Bellotti","1975 NBA Draft","170","170","SEA","Santa Clara","","","","","","","","","","","","","",""
"Maurice Harper","1975 NBA Draft","171","171","GSW","Saint Mary's","","","","","","","","","","","","","",""
"Art Allen","1975 NBA Draft","172","172","BUF","Pepperdine","","","","","","","","","","","","","",""
"Mike Fahey","1975 NBA Draft","173","173","WSB","Brandeis University","","","","","","","","","","","","","",""
"Bill Endicott","1975 NBA Draft","174","174","BOS","UMass","","","","","","","","","","","","","",""
"John Lucas","1976 NBA Draft","1","1","HOU","Maryland","14","928","27.5","10.7","2.3","7.0",".449",".776","53.7",".101","1.3","21.1","21.1",".303"
"Scott May","1976 NBA Draft","2","2","CHI","Indiana","7","355","22.6","10.4","4.1","1.7",".462",".811","17.4",".104","-0.7","2.7","2.7",".000"
"Richard Washington","1976 NBA Draft","3","3","KCK","UCLA","6","351","22.4","9.8","6.3","1.2",".453",".711","10.8",".066","-2.5","-1.1","-1.1",".250"
"Leon Douglas","1976 NBA Draft","4","4","DET","Alabama","7","456","22.2","7.9","6.5","1.1",".495",".601","15.2",".072","-3.0","-2.4","-2.4",".000"
"Wally Walker","1976 NBA Draft","5","5","POR","Virginia","8","565","18.0","7.0","3.1","1.5",".467",".643","12.9",".061","-2.2","-0.6","-0.6",".200"
"Adrian Dantley","1976 NBA Draft","6","6","BUF","Notre Dame","15","955","35.8","24.3","5.7","3.0",".540",".818","134.2",".189","3.1","43.7","43.7",".171"
"Quinn Buckner","1976 NBA Draft","7","7","MIL","Indiana","10","719","22.6","8.2","2.7","4.3",".461",".657","24.7",".073","-0.1","7.7","7.7",".184"
"Robert Parish","1976 NBA Draft","8","8","GSW","Centenary (LA)","21","1611","28.4","14.5","9.1","1.4",".537",".721","147.0",".154","1.5","40.7","40.7",".000"
"Armond Hill","1976 NBA Draft","9","9","ATL","Princeton","8","468","25.2","6.9","2.0","4.7",".408",".829","11.3",".046","-2.3","-0.9","-0.9",".077"
"Ron Lee","1976 NBA Draft","10","10","PHO","Oregon","6","448","21.4","7.3","2.7","3.8",".416",".705","10.7",".054","-0.4","3.9","3.9",".321"
"Bob Wilkerson","1976 NBA Draft","11","11","SEA","Indiana","7","536","27.8","10.1","4.2","3.4",".425",".751","8.2",".027","-2.2","-0.6","-0.6",".167"
"Terry Furlow","1976 NBA Draft","12","12","PHI","Michigan State","4","239","20.1","10.7","2.1","2.4",".459",".862","7.3",".073","0.0","2.4","2.4",".293"
"Mitch Kupchak","1976 NBA Draft","13","13","WSB","UNC","9","510","19.4","10.2","5.4","0.7",".523",".704","27.1",".131","-0.7","3.2","3.2",".000"
"Larry Wright","1976 NBA Draft","14","14","WSB","Grambling State University","6","343","19.9","8.2","1.6","3.4",".465",".777","10.6",".074","-1.2","1.4","1.4",".261"
"Chuckie Williams","1976 NBA Draft","15","15","CLE","Kansas State","1","22","3.0","1.7","0.2","0.3",".298",".750","-0.2","-.137","-6.5","-0.1","-0.1",""
"Norm Cook","1976 NBA Draft","16","16","BOS","Kansas","2","27","5.5","2.4","1.1","0.2",".373",".529","-0.1","-.018","-4.4","-0.1","-0.1",""
"Sonny Parker","1976 NBA Draft","17","17","GSW","Texas A&M","6","452","24.2","9.9","4.1","2.1",".501",".755","26.9",".118","1.8","10.5","10.5",".000"
"Willie Smith","1976 NBA Draft","18","18","CHI","Missouri","4","78","15.4","4.6","1.7","3.6",".400",".754","1.3",".052","-0.2","0.6","0.6",".239"
"Bayard Forrest","1976 NBA Draft","19","19","SEA","Grand Canyon University","2","139","15.3","4.1","4.1","2.1",".449",".509","2.7",".060","-0.7","0.7","0.7",""
"Major Jones","1976 NBA Draft","20","20","POR","Albany State University","6","374","13.5","4.4","3.5","0.6",".490",".586","5.5",".052","-2.6","-0.8","-0.8",".111"
"Earl Tatum","1976 NBA Draft","21","21","LAL","Marquette","4","262","20.0","9.6","2.6","1.9",".459",".746","7.8",".071","-0.4","2.1","2.1",".333"
"Johnny Davis","1976 NBA Draft","22","22","POR","Dayton","10","750","28.3","12.9","2.0","4.5",".448",".821","38.5",".087","-0.8","6.4","6.4",".176"
"Alex English","1976 NBA Draft","23","23","MIL","South Carolina","15","1193","31.9","21.5","5.5","3.6",".507",".832","100.7",".127","2.0","38.2","38.2",".217"
"Scott Lloyd","1976 NBA Draft","24","24","MIL","Arizona State","6","372","15.2","4.6","3.0","1.0",".425",".718","2.5",".021","-4.3","-3.4","-3.4",".286"
"Lonnie Shelton","1976 NBA Draft","25","25","NYK","Oregon State","10","673","27.5","12.0","6.1","2.2",".492",".738","37.5",".097","-0.3","7.9","7.9",".097"
"Jacky Dorsey","1976 NBA Draft","26","26","NOJ","Georgia","3","60","7.5","2.4","2.4","0.3",".389",".544","0.3",".031","-5.4","-0.4","-0.4",""
"Phil Hicks","1976 NBA Draft","27","27","HOU","Tulane","2","57","6.8","2.3","1.6","0.6",".447",".778","0.5",".058","-2.7","-0.1","-0.1",""
"Bob Carrington","1976 NBA Draft","28","28","ATL","Boston College","2","82","21.8","8.2","2.3","1.5",".428",".760","1.3",".036","-3.2","-0.6","-0.6",".000"
"Dennis Johnson","1976 NBA Draft","29","29","SEA","Pepperdine","14","1100","32.7","14.1","3.9","5.0",".445",".797","82.6",".110","0.7","24.3","24.3",".172"
"Al Fleming","1976 NBA Draft","30","30","PHO","Arizona","1","20","4.9","2.0","1.5","0.4",".484",".588","0.0",".018","-4.1","-0.1","-0.1",""
"Joe Pace","1976 NBA Draft","31","31","WSB","Coppin State University","2","79","7.1","3.2","2.1","0.3",".467",".598","1.1",".092","-2.1","0.0","0.0",""
"Mo Howard","1976 NBA Draft","32","32","CLE","Maryland","1","32","10.8","4.8","1.2","1.3",".485",".686","0.6",".084","-1.0","0.2","0.2",""
"Butch Feher","1976 NBA Draft","33","33","PHO","Vanderbilt","1","48","10.1","5.2","1.5","0.8",".531",".768","1.5",".145","0.6","0.3","0.3",""
"Marshall Rogers","1976 NBA Draft","34","34","GSW","University of Texas-Pan American","1","26","6.8","3.8","0.4","0.4",".371",".933","-0.2","-.043","-6.9","-0.3","-0.3",""
"Dallas Smith","1976 NBA Draft","35","35","CHI","West Texas A&M University","","","","","","","","","","","","","",""
"Mike Dabney","1976 NBA Draft","36","36","LAL","Rutgers University","","","","","","","","","","","","","",""
"Lars Hansen","1976 NBA Draft","37","37","CHI","Washington","1","15","13.7","5.1","3.9","0.9",".509",".581","0.6",".149","-1.3","0.1","0.1",""
"Phil Sellers","1976 NBA Draft","38","38","DET","Rutgers University","1","44","7.5","4.5","0.9","0.6",".384",".722","0.0","-.007","-5.0","-0.3","-0.3",""
"Jeff Tyson","1976 NBA Draft","39","39","POR","Western Michigan","","","","","","","","","","","","","",""
"Lloyd Walton","1976 NBA Draft","40","40","MIL","Marquette","5","341","15.8","4.2","1.1","3.6",".454",".711","5.2",".047","-1.6","0.6","0.6",".250"
"John McGill","1976 NBA Draft","41","41","NYK","Alcorn State","","","","","","","","","","","","","",""
"Steve Copp","1976 NBA Draft","42","42","NOJ","San Diego State","","","","","","","","","","","","","",""
"Tom Abernethy","1976 NBA Draft","43","43","LAL","Indiana","5","319","17.0","5.6","3.2","1.2",".492",".747","13.4",".118","0.2","3.0","3.0",".000"
"Barnes Hauptfuhrer","1976 NBA Draft","44","44","HOU","Princeton","","","","","","","","","","","","","",""
"Ira Terrell","1976 NBA Draft","45","45","PHO","SMU","2","127","19.6","7.0","4.2","1.1",".498",".638","4.1",".080","-1.2","0.5","0.5",""
"Larry Cooke","1976 NBA Draft","46","46","ATL","Virginia Tech","","","","","","","","","","","","","",""
"Ron Norwood","1976 NBA Draft","47","47","PHI","DePaul","","","","","","","","","","","","","",""
"Gary Brewster","1976 NBA Draft","48","48","BUF","Texas-El Paso","","","","","","","","","","","","","",""
"Bill Cook","1976 NBA Draft","49","49","WSB","Memphis","","","","","","","","","","","","","",""
"Gary Cole","1976 NBA Draft","50","50","CLE","University of Wisconsin-Parkside","","","","","","","","","","","","","",""
"Jerry Fort","1976 NBA Draft","51","51","BOS","Nebraska","","","","","","","","","","","","","",""
"Keith Starr","1976 NBA Draft","52","52","CHI","Pitt","1","17","3.8","0.8","0.6","0.4",".250","1.000","-0.2","-.111","-6.1","-0.1","-0.1",""
"Tom Barker","1976 NBA Draft","53","53","ATL","Hawaii","2","98","18.7","6.5","5.3","0.8",".422",".692","1.3",".034","-3.8","-0.9","-0.9",""
"Clarence Ramsey","1976 NBA Draft","54","54","KCK","Washington","","","","","","","","","","","","","",""
"Scott Thompson","1976 NBA Draft","55","55","DET","Iowa","","","","","","","","","","","","","",""
"David Everett","1976 NBA Draft","56","56","POR","Grand Canyon University","","","","","","","","","","","","","",""
"Rick Bullock","1976 NBA Draft","57","57","NYK","Texas Tech","","","","","","","","","","","","","",""
"John Service","1976 NBA Draft","58","58","NOJ","UC Santa Barbara","","","","","","","","","","","","","",""
"Dan Frost","1976 NBA Draft","59","59","MIL","Iowa","","","","","","","","","","","","","",""
"Wayman Britt","1976 NBA Draft","60","60","LAL","Michigan","1","7","2.3","1.3","0.6","0.3",".300",".750","0.0",".046","-4.5","0.0","0.0",""
"Hercle Ivy","1976 NBA Draft","61","61","HOU","Iowa State","","","","","","","","","","","","","",""
"Paul Miller","1976 NBA Draft","62","62","PHO","Oregon State","","","","","","","","","","","","","",""
"Willie Parr","1976 NBA Draft","63","63","SEA","LeMoyne-Owen College","","","","","","","","","","","","","",""
"Freeman Blade","1976 NBA Draft","64","64","PHI","Montana State University, Billings","","","","","","","","","","","","","",""
"Marion Hillard","1976 NBA Draft","65","65","WSB","Memphis","","","","","","","","","","","","","",""
"John Engles","1976 NBA Draft","66","66","CLE","Penn","","","","","","","","","","","","","",""
"Lewis Linder","1976 NBA Draft","67","67","BOS","Kentucky State University","","","","","","","","","","","","","",""
